tweet,task1,task2,pred_class
"Über 1 Jahr Liebeskummer ist ein Witz im Gegensatz dazu, 15min lang den #cdupt18 zu ertragen <U+270C><U+FE0F><U+270C><U+FE0F>",OTHER,OTHER,3
Ich schaue #cdupt18 und auch sonst habe ich heute noch vor mir selber weh zu tun und mich zu hassen.,OTHER,OTHER,3
Und wie schlecht darf Kapitalismuskritiker sein frage ich euch,OTHER,OTHER,3
Menschliche Gesten auf CDU-Parteitagen sind einfach immer zum fremdschämen. Beeindruckend.,OTHER,OTHER,3
@MarkusParadise Du siehst dass dann in der jeweiligen Story. Steht rechts oben.,OTHER,OTHER,3
Ich hab auf Instagram in meiner “Close Friends” Liste genau 0 Personen.,OTHER,OTHER,3
Ist schon auch ein bisschen gruselig wer mich auf Instagram alles so als “Close Friend” einsortiert.,OTHER,OTHER,3
So simpel. So verdammt effektiv.,OTHER,OTHER,3
@SINTicalist Puh. Etwas komplexerer Sachverhalt. Bald kommen bestimmt nette Artikel die alles nochmal erzählen. Aber ist mir gerade zu viel tbh,OTHER,OTHER,3
Wirklich und ohne Witz: Ich ziehe meinen Hut.,OTHER,OTHER,3
@LawTroll @fuelinup Wird gemacht <U+0001F44C> Gute Nacht ihr zwei. :)<U+0001F634>,OTHER,OTHER,3
Wird Zeit der Roten Hilfe beizutreten.,OTHER,OTHER,3
"Ich frage mich, wann das letzte mal ein Innenminister in NRW so autoritär und rechts wie Reul war.",OTHER,OTHER,3
"Interessant auch, wie er den Rechtsruck der Gesellschaft beschreibt. „Brückenschlag erprobt“. Als wäre keine rechtsradikale Partei im Bundestag angekommen, sondern sie haben halt ein bisschen geprobt. Bisschen pegida und sonst nichts.",OTHER,OTHER,3
Das ein Sticker aus einem rechten Versandhandel. Link gebe ich nicht raus.,OTHER,OTHER,3
"@annalist Die günstigen sind noch zu schlecht, die guten noch zu teuer.",OTHER,OTHER,3
"@buntfront direkt gecoppt, aber in weiß",OTHER,OTHER,3
@fuelinup Ohhhhh das wird super :))),OTHER,OTHER,3
Ich bin morgen mit @fuelinup auf Konzert vom Süßboy und ich freue mich wahnsinnig.,OTHER,OTHER,3
@chris_vd_post Danke für den Support. <U+0001F4AA>nur gemeinsam kann man sich gegen Diskriminierung wehren,OTHER,OTHER,3
Morgen ist endlich Weihnachten. Die Zeit der Besinnlichkeit beginnt. Ich freu mich.,OTHER,OTHER,3
"Mein Körper ist mein Tempel, aber eher so wie der zweite jüdische Tempel, nachdem Jesus drin gewütet hat.",OTHER,OTHER,3
@grim104 sag mal bitte einen deiner schlauen sätze - bin so leer heute,OTHER,OTHER,3
"@IchBinRakete achso. ups. ja, ok. wenn tatsächlich qualitativ guter content kommt: ja",OTHER,OTHER,3
@IchBinRakete warum sollte ich für werbung von 0815 rappers zahlen?,OFFENSE,INSULT,0
"@schlipztrega er kann gar ein sexist sein, er schaut regelmäßig twitch streams von frauen und kennt auch sonst frauen im real life (seine mama)",OTHER,OTHER,3
@JoeKuhherde ernsthaft passiert? also dass sie ihn gehauen haben?,OTHER,OTHER,3
"Heute Abend werden sich wieder deutsche weiße männliche YouTuber in den Schlaf weinen. Sie wollen doch nur ein paar Witze über sexualisierte Gewalt und anderen Dreck machen, ohne Widerworte zu bekommen. Sie tun mir so leid :(",OTHER,OTHER,3
"Natürlich haben deutsche YouTuber nichts anders zu tun, als Sexisten und Rassisten den Rücken zu stärken. Es wundert nicht.",OTHER,OTHER,3
Menschen berichten über ihre Diskriminierungserfahrungen. Einiger der größten deutschen YouTube machen sich darüber lustig. Es überrascht nicht mal. Ihr seid Schmutz. #GamerLeaksDE,OFFENSE,INSULT,0
"@iBlali Du bist ja immer noch nur am rumheulen. Ja, alle so gemein. Du Armer hast es aber auch wirklich schwer :(",OTHER,OTHER,3
@petersilienplan Er hat sich zu #GamerLeaksDE geäußert und den „Both side“ Move gepullt und von „extremistischen Moralrittern“ geschwafelt.,OTHER,OTHER,3
"Am Ende sind solche Leute wie du, die größten Heulsusen der Welt. Kannst dich hinter Sexismus verstecken, aber wenn es jemand outcallt, wird geweint. Typisch für dich und deine ganze Gaming-Community.",OFFENSE,INSULT,0
@iBlali Kommt von dir nochmal irgendwas anderes außer rumgeheule?,OTHER,OTHER,3
"Er stellt sich schützend vor Rassisten, Sexisten und Nazis. Mag keine Twitter Debatten. |LBR| Jetzt habe ich ihm eine Debatte außerhalb von Twitter angeboten, aber er lehnt ab. Strange. Vllt doch nur Schmutz?",OFFENSE,INSULT,0
@iBlali @_bugx @TwitterDE Extremistische Moralritter bekommen immer blauen Haken.,OFFENSE,INSULT,0
@iBlali Es ist mir egal ob ich damit eure dumme „both sides“ argumentation „bestätige“. Ist mir wichtiger dass du dir für so einen arschloch Move einfach mal eine fängst.,OFFENSE,INSULT,0
@StrawbewyVGCake @Armin66120629 Ne. Wollte ihm schreiben. Ich helfe gerne dabei ihm eine aufs maul zu geben.,OFFENSE,ABUSE,1
"@StrawbewyVGCake Ich helfe auch gerne im aufs maul zu geben. Wenn das irgendwelche dummen Gamer in „ihrer Argumentation“ stützt, mir egal. Die sind halt eh Schmutz.",OFFENSE,INSULT,0
"@GEZ_Eintreiber ""Mit ersten Ergebnissen wird gegen 24.00 Uhr MEZ gerechnet.""",OTHER,OTHER,3
"@SeinUndSeid @GamerHeine69 überhaupt dieses ""reinkommen"" ist schon ein echt stranges bild davon, was antifa ist.",OTHER,OTHER,3
"RWE hat heute 2 Gerichtsverfahren verloren, dafür eine Schlägerei gewonnen.",OTHER,OTHER,3
"Erst den Wald verwüsten mit aller Gewalt, jetzt rumlabern von wegen ""miteinader reden und eine Lösung finden"". Es ist so lächerlich.",OTHER,OTHER,3
@Sternenrot tara du bist immer am zahn der zeit,OTHER,OTHER,3
"Wenn RWE nicht gelogen hat, müsste ja Ende des Jahres in NRW das Licht ausgehen. Ich bin gespannt...",OTHER,OTHER,3
"Die dpa schreibt von einem ""überraschenden Erfolg"" der Umweltaktivist*innen. Nein, nicht überraschend. Jede*r mit minimalem Sachverstand hat mit diesem vorläufigen Rodungsstopp gerechnet. |LBR| Außer eins ist RWE-PR Marionette. Dann kommt das natürlich überraschend.",OFFENSE,INSULT,0
@fuelinup Haha. Du musst sie unbedingt mal kennen lernen.,OTHER,OTHER,3
"Das Urteil, die Begründung, der Stopp. Ja, kommt wirklich alles super überraschend. Zumindest für die, die der RWE PR Maschine bisher stumpf alles geglaubt haben. Für alle anderen sollte das wirklich keine Überraschung sein.",OTHER,OTHER,3
"RWE hätten auch weder substantiiert dargetan noch durch entsprechende Unterlagen belegt, d die sofortige Rodung zur Abwehr einer schwerwiegenden konkreten Gefahr [...] notwendig sei, weil anderenfalls die Energieversorgung bundes- oder landesweit nicht mehr gewährleistet wäre.",OTHER,OTHER,3
"Soll ich euch noch was verraten? Am Ende wird es RWE nur darum gehen, mal wieder, eine ordentliche ""Entschädigung"" vom Bund einzukassieren. Der Wald wird bleiben.",OTHER,OTHER,3
"Suprise Suprise. OVG Münster verfügt vorläufigen Rodungsstopp im Hambacher Wald. Kommt ja völlig überraschend. Hatten diese linken Spinner mal wieder Recht, dass es RWE und Polizei nur darum ging, so schnell wie möglich Tatsachen zu schaffen vor dem Urteil.",OTHER,OTHER,3
Eine Demo zu verbieten war schon immer die beste Art der Mobilisierung.,OTHER,OTHER,3
@Wankelmut was uns in der schule zur parlamentarischen demokratie beigebracht wird: |LBR| - sie ist die beste staatsform |LBR| - warum? |LBR| - weil sie die beste staatsform ist,OTHER,OTHER,3
@TimmGiesbers @hendrikkraft @ARDde @ZDF Ich glaube nicht dass es hier mit Sondersendungen unnütze Talkshows gemeint sind.,OTHER,OTHER,3
@TimmGiesbers @hendrikkraft @ARDde @ZDF Den Vorwurf hat ja auch niemand erhoben. Kritik steckt da ja eher im Umkehrschluss: Sondersendungen gibt es für viele viele Mist-Themen.,OTHER,OTHER,3
"Von hinten wild auf den Kopf einer sitzenden Person einschlagen. Lieber Polizist, du bist ein Arschloch. Bitte zeig mich an, damit wir wenigstens wissen wer du bist. Anders erfährt man in Deutschland ja nicht, welche Polizisten sich hinter ihrer Vermummung verstecken.",OFFENSE,INSULT,0
"Es geht doch nicht nur um ein kleines Stückchen Wald. Es geht wie so oft darum, dass die jungen Generationen um ihre Zukunft kämpfen. Ihr zerstört unseren Planeten. Ihr zerstört den Sozialstaat. Ihr raubt uns die Zukunft.",OTHER,OTHER,3
@jwinkelv @ruhrbarone Ja besser ist das. Eigentlich geht es nämlich um den Hambacher Forst.,OTHER,OTHER,3
@jwinkelv @ruhrbarone Welche Widersprüche überhaupt? Die werden ja sowieso nicht ausgeführt. Wie soll man sich dann dazu äußern? Oder geht es vllt gar nicht um eine echte inhaltliche Debatte sondern um stumpfes whataboutism?,OTHER,OTHER,3
@jwinkelv @ruhrbarone Komisch. Wir reden auf einmal gar nicht mehr über das eigentliche Thema. Strange. <U+0001F9D0>,OTHER,OTHER,3
@jwinkelv @ruhrbarone Tatsächlich ist das hier einfach nur stumpfer Whataboutism.,OTHER,OTHER,3
"@jwinkelv @ruhrbarone Eine Behauptung ohne Argumente, Beweise, Beispiele. Nichts. Und welches Problem „schwerwiegender“ ist, ist rein subjektiv. Den einen ist der Klimawandel wichtig, anderen eben was anderes.",OTHER,OTHER,3
"@jwinkelv @ruhrbarone Ein Punkt der absolut nichts zur Sache tut und gleichzeitig einfach nur ablenken. Weder wird der Punkt argumentativ ausgeführt, noch sonst irgendwas. Da wird am Rande eine Behauptung aufgestellt. Fertig.",OTHER,OTHER,3
"Also das eine sehr ernst gemeinte frage, @ruhrbarone. Geht es nur um Aufmerksamkeit und Klicks? Eher so BILD/AfD Taktik? Bisschen beleidigen für die Aufmerksamkeit? Oder glaubt ihr diesen Unfug tatsächlich auch noch selber?",OTHER,OTHER,3
"Aber genau. „Aktivistische Journalisten“ sind immer die, die nicht jede Polizei PM sofort glauben. |LBR| Objektiv hingegen sind natürlich die, die ohne mit der Wimpern zu zucken jede Bertelsmann Studie oder RWE Kampagne in die Welt hinausposaunen.",OTHER,OTHER,3
"Und ja. Journalisten müssen Konzernen wie RWE die Stirn bieten. Sie müssen aufdecken, wenn Konzerne großangelegte Desinformationskampagnen Hand in Hand mit der Regierung fahren. Seit Jahren.",OTHER,OTHER,3
"Es ist natürlich viel einfacher auch weiterhin jeden Widerstand zu skandalisieren als den Konzernen die Stirn zu bieten. Ist einfach gemütlicher, als die eigenen Fehler zu reflektieren.",OTHER,OTHER,3
"ja, Klimawandel ist einfach das perfekte Beispiel um aufzuzeigen, dass der westliche „Objektivitäts“-Journalimus ein strukturelles Problem hat.",OTHER,OTHER,3
"Aber statt darüber aufzuklären bitte lieber Beiträge in denen „beide Seiten“ |LBR| zu Wort kommen. Als wäre es Journalismus, wenn man die Wissenschaft auf eine Stufe in der Glaubwürdigkeit mit Studien eines profitorientierten Konzernes stellt.",OTHER,OTHER,3
Ich geb euch mal kostenlose Nachhilfe: |LBR| Konzerne wie RWE zerstören seit Jahren die Lebensgrundlagen von Millionen von Menschen weltweit. |LBR| Quelle: Die Wissenschaft. Seit ungefähr 20 Jahren.,OTHER,OTHER,3
"Der billige Versuch von Alman-Journos die Beteiligung „ausländischer Aktivisten“ zu skandalisieren, offenbart nur, wie wenig sie verstehen, was dort gerade passiert und welche Auswirkungen diese Politik der Umwelt-Vernichtung hat.",OFFENSE,INSULT,0
"Gut zu wissen, dass die Zerstörung unseres Planeten, rein aus Profitinteresse, zumindest rechtlich völlig in Ordnung geht. Das hilft natürlich nachfolgenden Generationen ungemein... #HambacherForst",OTHER,OTHER,3
@fuelinup wer zum fick mag düsseldorf??!?!?!?!?!?,OFFENSE,PROFANITY,2
"@Michael_Leh Seit der Verfassungsschutz und die Justiz mit Merkel-Dienern bestückt sind, läuft doch alles in ihrem Sinne GLATT!",OFFENSE,ABUSE,1
"@SteinbachErika @kardasiapat Grob vereinfacht: GESTERN - Einströmen von Millionen Kulturfremden, teils kriminell, teils terroristisch —- HEUTE - Ausweisen Andersdenkender aus Kino, Gaststätte, + Überfall —- MORGEN - Linke kämpfen gegen Rechte —- ÜBERMORGEN - Übernahme durch den Islam oder den STARKEN MANN!!",OFFENSE,ABUSE,1
"@woelfisches @FritzvonSteiner Der Deutsche Staat macht sich lächerlich! Ungebildetes, kulturloses Gesindel führt Deutschland vor! Und die Justiz spielt mit.",OFFENSE,ABUSE,1
"@ellibisathide @FritzvonSteiner Für mich ist das Unwort des Jahres „ Schutzsuchende“. Schmierige Heuchelei - fernab von jeder Realität, aber millionenfach von naiven Gutmenschen und den Propaganda-Medien rausposaunt!",OFFENSE,INSULT,0
"@HugoMuellerVogg Ich als FRAU finde es unerträglich, wie dieser Gender-, 3.-Geschlecht-Toilette-, Weiße-Hetero-Männer-Bashing-, Quoten-Quatsch hochgejazzt wird! ICH möchte nicht auf ominöse Weise MEHR Frauen wie Claudia, KGE, Bärboek und... sondern BESSERE, die sich mit den Männern messen können!",OFFENSE,INSULT,0
"@Tschonka Doch, die meisten informieren sich über die Mainstream-Propaganda, und die leistet ganze Arbeit!",OFFENSE,INSULT,0
"@_Foseti_ Soll DAS Meinungsfreiheit sein? OFFEN gutheißen, dass Verbrecher unschuldige Bürger krankenhausreif schlagen und treten? — Kein Aufschrei? Wie sonst bei der kleinsten Kinkerlitze? - Die Medien müssten ihre unsäglich einseitige Politikhörigkeit aufgeben! Eine verluderte Zunft!",OFFENSE,INSULT,0
@Louiecrit @AndreasStraub Seit Jahren sind in ALLEN Krimis niemals Ausländer die Täter oder sogar die Mörder! Daher finde ich die Tätersuche sehr eingeschränkt und langweilig. Immer wird irgendwie noch ein DEUTSCHER Mörder hergezaubert. Sehr REALITÄTSNAH!,OTHER,OTHER,3
@SteinbachErika @helllud123 Da muss doch unbedingt eine Migrations-QUOTE eingeführt werden! - Die bisherige Einstellung nach Leistung und Qualifikation — das geht doch gar nicht!,OTHER,OTHER,3
@AliceWo18626168 @rstrohmi EINE von diesen tollen SUPER-FRAUEN der Grünen! Von denen brauchen wir noch MEHR im Bundestag! Hoffentlich dank der Quote!!!!,OTHER,OTHER,3
"@hannover Oh Gott, verschone uns vor solchen Frauen! Wohlstandsverwahrloste, unausgelastete, wirre Parasiten!!",OFFENSE,ABUSE,1
"@Baum79308079 @AndreasStraub @Neuber_Forst @Casilein77 @rebound541 @Ranzigeimme @Fern_Schreiber EHRLICH! Diese „Schutzsuchenden“ sagen doch ganz deutlich, was sie vorhaben. Denkt bei UNS keiner oder welche perfide Motivation steckt dahinter?",OFFENSE,ABUSE,1
"@SchleiferNr5 @FritzvonSteiner Die Größe und das Outfit ist bei dieser Figur das kleinste Problem! Seine ideologische Verbohrtheit, ideenlose Einfältigkeit und geistige Überforderung sind VIEL schlimmer! Die Karikatur eines Außenministers!",OFFENSE,INSULT,0
@lazid1957 @Cha_Knobloch @drpeternagel MUT ???? Das ist der Gratis-Mut des Mainstreams.,OFFENSE,INSULT,0
"@mittelfinger Ist doch toll!!! Quoten für Lespen - Quoten für Schwule -Quoten für Migranten! Dann haben wir doch bald eine weltoffene, buntdurchmischte, dumme, leicht zu manipulierende MASSE!",OFFENSE,INSULT,0
"@jouwatch Furchtbar! Die SPD setzt sich an die Spitze der Hetzer und Diffamierer! Sehen ihre Super-Repräsentanten die Parallelen, zum ihrem angeblich bekämpften historischen Feind, nicht?",OFFENSE,INSULT,0
"@shlomosapiens Es ist unbegreiflich, mit welchen Gestalten sich die SPD umgibt! Trotzend vor Geschichtsunwissenheit und Dummheit!! - Aber kompetente, intelligente Persönlichkeiten wie Sarrazin ausschließen!! - am besten auch gleich H. Schmidt post mortem, wegen seiner Islam-kritischen Aussagen!",OFFENSE,INSULT,0
"@Nazifresser Bitte Definition von „Nazi“! Nicht nur tumbes, denkfaules Nachplappern von, vom Mainstream vorgegebenen, Schlagworten!",OFFENSE,INSULT,0
"@TichysEinblick Beide christlichen Kirchen - so uneins sie sonst sind - darin sind sie sich einig: Mainstream-Politik-Unterstützung, peinliche Anbiederung an den Islam, unverantwortliche Kurzsichtigkeit! Das Schlimmste: KEINE AUTORITÄT mehr!",OFFENSE,INSULT,0
"@66Norweger66 Welche unverschämte Anmaßung von diesen teils halbgebildeten Mainstream-Plappermäulern, mündige Bürger erziehen zu wollen!",OFFENSE,INSULT,0
"@MiriamOzen @Michaimpress Ich befürchte, die dumpfen Schläger glauben, durch diese Hetzaufrufe ihre „Lizenz zum Zuschlagen“ zu haben! — Ich erinnere an den Schuss auf Rudi Dutschke nach einer Hetzkampagne der BILD-Zeitung! — Merkt niemand, wohin die Gesellschaft abdriftet?",OFFENSE,INSULT,0
„Moralische Entrüstung ist der Heiligenschein der Scheinheiligen“ !!!!,OTHER,OTHER,3
"„Die an der Vergangenheit kleben werden die Zukunft nicht gestalten können“.(Willy Brandt) Gefühlt lebe ich 1945 - fast jeden Tag Gedenktage, Gedenkstunden, Ermahnungen, uns unserer Schuld immer und ständig zu erinnern. - Welch wohlfeiler, unechter, umgekehrter MORALDÜNKEL!",OTHER,OTHER,3
"@Louiecrit „Suhlen“ ist richtig. Irgendwie schmierig und unecht. Die Schuld vor 80 Jahren ist aufgearbeitet, sie wird uns immer verfolgen und wir werden hoffentlich aus ihr unsere Lehren ziehen! — Die Zukunft zu gestalten und heutige Gefahren zu sehen und zu verhindern ist VIEL schwerer!",OTHER,OTHER,3
"@Karlen73432305 „Menschheit“ bedeutet für Gauland: „wir Deutschen wollen nicht in einer globalisierten, universal-gemischten Weltrasse aufgehen“. Es war keine Absage an DIE MENSCHHEIT.",OTHER,OTHER,3
"@JStaltenberg @FritzvonSteiner Es ist absehbar nur noch eine Frage der Zeit, wann Niemandem mehr der „Kragen platzt“!!",OTHER,OTHER,3
"@ReneTruninger @NZZ Der verweigerte Handschlag zweier muslimischen Schüler ihrer Lehrerin gegenüber, hatte DEN schulinternen „Kompromiss“ zur Folge: die Lehrerin hatte KEINEM ihrer Schüler mehr die Hand zu geben!",OTHER,OTHER,3
@Michael_Leh Warum lassen sich die denkfähigen Bürger diese ungeheuere Beleidigung gefallen?! „Nazi“ Beschimpfung - ist das nicht strafbar? Warum klagt niemand?,OTHER,OTHER,3
"@Zentralrat1 @dushanwegner Seit WANN ist eigentlich diese Geschichtsvergessenheit, Realitätsleugnung und bodenlose Dummheit im Bundestag eingekehrt??",OTHER,OTHER,3
"@MalteKaufmann @zeitonline „Wer Wind sät, wird Sturm ernten“! — Durch das Wegsehen und Schönreden und sogar zum Aufrufen von Untaten durch den Mainstream verroht und brutalisiert sich die Gesellschaft immer mehr.",OTHER,OTHER,3
@6854afs @rstrohmi Wie traurig. Das Leid kann ich gut verstehen! Alles Gute.,OTHER,OTHER,3
@HahnwaldJens @FEShistory „ An alle denkfähigen Wähler und Wählerinnen“. — super ausgedrückt VOR 100 JAHREN !,OTHER,OTHER,3
"@DFakeNews @rstrohmi Merkel wird immer als „Physikerin“ bezeichnet, die alle Probleme naturwissenschaftlich angeht; aber HAT sie eigentlich auch nur 1Tag als Physikerin gearbeitet???",OTHER,OTHER,3
@SirSchnee Warum werden eigentlich die Versäumnisse der Behörden NICHT geahndet?,OTHER,OTHER,3
"@KokoLores20 @Michaimpress Es funktioniert immer nach dem gleichen Muster: - Kurzes, formales Bedauern, - dann stereotype Drohung vor Instrumentalisierung der Untat. Aber es FUNKTIONIERT!!!",OTHER,OTHER,3
"@liesche13761429 @Michaimpress Die Szenerie ist ja fast identisch: „kauft nicht bei Juden“ - kauft nicht bei der AFD“, „ (er)schlagt sie mit dem Kantholz“ ! Bemerken sie nicht selbst, in welcher Ecke sie stehen?",OTHER,OTHER,3
"@66Norweger66 Man findet keine Worte mehr in diesem Absurdistan! - Positive, Werte-Symbole (Kreuz) werden ins Gegenteil verkehrt.",OTHER,OTHER,3
"ARD Moderator: da kann einem Angst werden, wenn die 13.000 Zuschauer in der Berliner Handball-Halle das Deutschlandlied singen!",OTHER,OTHER,3
@Beatrix_vStorch Werden Mordaufrufe nicht sanktioniert? — Oder nur die von der „falschen“ Seite.,OTHER,OTHER,3
@IT_Fachkraft @pinselpoetin Nr. 3; weil jahrzehntelang nur Abitur und Hochschul-Karrieren favorisiert wurden!,OTHER,OTHER,3
"@M_T_Franz Warum zeigen die als „Nazi“ Verunglimpften die „Nazi-Keulen-Diffamierer denn nicht an? Das wäre eine riesige Anzeigen-Lawine, die die Justiz lahmlegen könnte.",OTHER,OTHER,3
"@Logiker01 @sonjafu2007 Ich denke, die „Hass-Mails“ werden gelöscht??? - Oder nur bei den Falschen???",OTHER,OTHER,3
"@michael_seyfert @SuseSchmitt Warum sind wir Deutsche denn so verunsichert, ob und welche Kultur „unsere“ ist? Kaum sagt irgendein uninteressanter Mensch etwas Kritisches, schon zittern wir unsicher. Wir HABEN eine alte, christliche, aufgeklärte Kultur - sollen doch alle Dummschwätzer plappern!",OTHER,OTHER,3
@_Foseti_ Dummes Weibchen-Gequatschte erzeugt dummes Matcho-Geschwätz!,OTHER,OTHER,3
"@Berlin_Westend @michael_seyfert Es geht nicht um wilde Hunderudel, die es übrigens in Deutschland nicht gibt, sondern um das Verhältnis zwischen Mensch und Tier. Dieses Verhältnis zum Tier, und damit zur Natur und Umwelt, sagt sehr viel über den Menschen aus! Tierfeinde können auch keine Menschenfreunde sein.",OTHER,OTHER,3
"@verlaghochfeld @loriotfehlt Das, glaube ich, würde die Politik nicht wagen! Dann müssten sie wegen der Wählerstimmen zittern - die riesige Hundefreunde-Gemeinde würde kämpfen!",OTHER,OTHER,3
@DirkMey3101 Was haben Sie für einen wunderschönen Hund!,OTHER,OTHER,3
@Eddie_1412 @srpasgard Sehr mutig - muss man schon sein in diesem Land der behaupteten Meinungsfreiheit!,OTHER,OTHER,3
Die neue Herrenmode: enge Anzüglein mit kurzen Jäckchen für Männchen. Dazu das Top-Model: unser Maas-Männchen!,OFFENSE,INSULT,0
"@AchimSpiegel @AchimW Sehr guter Beitrag, er müsste Pflichtlektüre für die Pharisäern sein!",OFFENSE,INSULT,0
"@DaRaschi @AchimW Da sieht man, wie dumm diese Schreier sind! Sie wissen gar nicht, was sie überhaupt wollen! Dumpfes Schreipack. — In ihrer Mitte ist Claudia Roth ja gut aufgehoben und kann die „Deutschland-Verrecke-Parolen mit grölen.",OFFENSE,INSULT,0
"Ich höre gerade im DLF, dass die „Lesehilfe“ für Migrationskinder keine „Hundegeschichten“ in den Büchern mehr haben möchte, da die Stellung des Hundes in den anderen Kulturen doch sehr „anders“ sei. — Sind hier alle verrückt geworden?",OTHER,OTHER,3
"@dushanwegner Es gibt überhaupt kein leidenschaftliches Streiten um eine Sache mehr. Da braucht man ja Argumente und geistige Anstrengung. Die Denkfaulheit ist bei den Mainstream- Mitläufern und -Tätern aber so ausgeprägt, dass es nur zu einigen Schlagworten - Nazi, Rassist usw. - reicht!",OTHER,OTHER,3
@michael_seyfert @mittelfinger „Nazi“ scheint das neue Modewort zu sein! Bei Denkfaulheit passt es auf jeden!,OTHER,OTHER,3
"@_Foseti_ @TabulaRasa2018 Merkt diese dumme Frau nicht, dass sie ein Eigentor schießt? — Früher haben die Nazis die gelben Sterne verteilt - heute sollen die als Nazis Diffamierte sie tragen, von den Pseudo-Hypermoral-Tyrannen verteilt!",OFFENSE,INSULT,0
"@AliCologne Diese Aussage sagt doch schon alles! Du stehst dann ganz ALLEINE da (wie die Karikaturisten aus Dänemark)!! Vogelfrei - mit Adresse und Wegbeschreibung - und ein Idiot ist vielleicht dabei, der auch mehr riskiert!",OTHER,OTHER,3
"@Hannoveraner201 @FritzvonSteiner ENDLICH hat Amerika einen Feind gefunden und die NATO ihre Daseinsberechtigung dadurch gerettet!! RUSSLAND, RUSSLAND und die Propaganda-Medien plappern es nach. Deutschlands INTERESSEN sind Frieden und Handel mit Russland - kein Mitlaufen mit Kriegstreibern!",OTHER,OTHER,3
"@Eddie_1412 @SuseSchmitt Polizei, Staatsgewalt, wenn sie nicht bald ihre AUTORITÄT zurückgewinnen, sehe ich schwarz. Eine Polizei, ohne Selbstachtung, die sich von primitiven Kreaturen vorführen lässt, kann keine Sicherheit für alle Bürger bieten.",OFFENSE,INSULT,0
"@akdemir40 @welt Mein ukrainisch-jüdischer Klavierlehrer erzählt mir IMMER mindestens 1 jüdischen Witz ! Ich habe ihm zu Weihnachten „Das Große Buch der jüdischen Witze“ geschenkt. Große Freude. DAS ist Normalität. - Ich habe keine Lust, mich mit Beleidigten, gleich welcher Religion, abzugeben!",OTHER,OTHER,3
"@Tschonka „Ich bin total unzufrieden“! -„Aber AFD? - Um Gottes Willen, NEIN“! — Die Mainstream-Propaganda-Medien haben ganze Arbeit geleistet!",OFFENSE,INSULT,0
"@SirSchnee @rstrohmi Für deutsche Kriminalität ist die Polizei und die Justiz AUSREICHEND, erst durch die kriminelle Einwanderung muss sie massiv AUFGESTOCKT werden!",OFFENSE,ABUSE,1
"@TichysEinblick Grünen-Sprech-Sprech: „Deutsche sind auch kriminell“ — Ja, aber das reicht uns doch, da brauchen wir doch nicht die Kriminellen der ganzen Welt ZUSÄTZLICH hier!",OTHER,OTHER,3
@APatzwahl @tagesschau @DasErste Die wichtigste Nachrichtensendung soll sachlich informieren und nicht Propaganda für die Opposition in Ungarn oder Amerika machen! Oder Propaganda für irgendwas!! - Die Sendungen werden immer uninteressanter.,OTHER,OTHER,3
@FollowToRead8 @AchimSpiegel @krippmarie Was hat „sich wehren“ mit Selbstjustiz zu tun?,OTHER,OTHER,3
@tothecloud2014 @AchimSpiegel Super auf den Punkt gebracht!!,OTHER,OTHER,3
"@AxorCreex @FritzvonSteiner Jaaaaaa, wir hatten es herrlich! Zwar keine besonderen Markenklamotten, weniger zu Essen, kein Handy — aber totale Freiheit mit den Straßenkindern den ganzen langen Nachmittag!",OTHER,OTHER,3
"@Tim_Roehn @welt Es ist mir unerträglich, wie diese selbsternannte Pseudo-Hypermoral-„Elite“ ihre „Humanität“ auf Kosten ANDERER auslebt!!",OTHER,OTHER,3
@tagesthemen @mijoste Eine ANMASSUNG sondergleichen: ich will weder von diesen inkompetenten Politikern noch von den halbgebildeten Plappermäulchen der Medien „an die Hand genommen werden“! — Welche Vorstellung dieser „Eliten“ vom mündigen Bürger!,OTHER,OTHER,3
"@Junge_Freiheit Die NGO Schiffe müssten ja ihre Daseinsberechtigung aufgeben, wenn sie nicht mehr „Retten“ dürften.",OTHER,OTHER,3
@schweizok2 @DarkGermany Ich mag von diesem Quatsch langsam nichts mehr hören !!!!,OTHER,OTHER,3
"@helllud123 @ZDFheute Rudi Dutschke wurde nach monatelanger Hetze der Bild-Zeitung angeschlossen (Jahre später daran gestorben). — Wenn heute wieder eine Zeitung zu „Prügel und körperlichen Attacken“ gegen Andersdenkende aufhetzt, wird mir Angst und Bange! Wo IST die Justiz??",OTHER,OTHER,3
"@helllud123 Was ist mit den Frauen los? - Mehr Frauen in den Bundestag ok, aber doch nicht solche wohlstandsverwahrloste, dumme Naivlinge!",OFFENSE,INSULT,0
@RolandTichy Wenn sich Links und Rechts erst auf der Straße prügelt — dann werden alle ganz schnell nach dem STARKEN MANN rufen!,OTHER,OTHER,3
"@Junge_Freiheit Als Lehrer finde ich die Kombination frech und dumm immer besonders schlimm, aber hier kommt noch eine unerträgliche Arroganz hinzu!",OTHER,OTHER,3
"@DerSPIEGEL Unsere „Qualitäts“-Propaganda-Medien haben ganze „Arbeit“ geleistet: Uninformierte finden Seehofer „furchtbar, - ein ganz schlimmer Rechtspopulist“! Der EINZIGE, der schon damals das Chaos richtig eingeschätzt hat, - sich aber bis heute gegen tendenziöse Anwürfe wehren muss!",OTHER,OTHER,3
